,회사명,corp_code,stock_code,연도,ESG,재무제표,부채총계,영업이익,법인세차감전 순이익
669,제이준코스메틱,00136776,025620,2022,D,"48,387,026,626","6,805,876,091","-10,667,657,649","-19,511,265,960"
670,부국철강,00123781,026940,2022,D,"153,622,003,905","27,614,064,056","5,922,305,967","9,227,724,740"
671,동서,00144395,026960,2022,D,"1,627,852,719,302","82,302,460,449","39,175,078,067","129,336,420,914"
672,마니커,00204208,027740,2022,D,"174,626,136,915","125,649,244,999","-6,965,206,428","-1,709,026,471"
673,동아지질,00178754,028100,2022,D,"372,281,354,657","150,642,232,281","-30,570,127,039","-28,208,506,435"
674,신도리코,00135795,029530,2022,C,"1,038,493,447,520","84,787,666,360","-2,209,596,552","60,597,106,986"
675,동원수산,00118044,030720,2022,D,"121,789,602,384","59,216,320,085","5,800,643,290","8,642,567,888"
676,비케이탑스,00273615,030790,2022,D,"97,463,451,863","89,909,718,122","-9,626,618,095","-14,400,245,631"
677,콤텍시스템,00186559,031820,2022,D,"558,409,431,550","358,528,267,719","15,878,066,941","40,811,509,744"
678,황금에스티,00218575,032560,2022,C,"481,912,631,966","108,492,130,789","46,505,927,767","52,203,504,803"
679,KH 필룩스,00193009,033180,2022,D,"1,246,019,564,242","766,469,146,287","-21,353,184,786","-106,872,456,441"
680,자화전자,00146861,033240,2022,D,"505,788,674,039","162,630,931,615","-11,740,371,040","-43,052,838,464"
681,체시스,00125576,033250,2022,D,"75,915,188,601","47,279,163,828","-7,470,398,830","-4,513,274,020"
682,인천도시가스,00145862,034590,2022,C,"423,143,581,786","223,143,901,928","8,050,415,265","14,549,229,564"
683,백산,00122551,035150,2022,D,"338,873,471,894","158,716,154,786","50,295,977,243","54,825,366,823"
684,YG PLUS,00249247,037270,2022,D,"241,371,893,905","81,946,724,778","10,336,906,899","12,382,091,307"
685,한미반도체,00161383,042700,2022,C,"455,432,965,985","65,336,210,199","111,859,422,080","127,844,021,017"
686,주연테크,00269241,044380,2022,D,"53,242,325,293","11,699,001,969","-6,294,304,449","-5,739,911,122"
687,진양화학,00347734,051630,2022,D,"44,569,287,296","9,828,095,608","-1,055,629,006","-1,239,035,438"
688,세이브존I&C,00422895,067830,2022,C,"573,569,548,297","109,458,880,496","9,219,026,026","8,486,085,651"
689,삼성출판사,00423690,068290,2022,C,"211,487,637,576","35,896,218,317","-900,934,263","4,582,058,487"
690,대웅제약,00427483,069620,2022,B+,"1,563,340,613,712","822,117,616,379","95,797,148,532","38,329,656,956"
691,한세엠케이,00357360,069640,2022,C,"224,809,704,278","186,180,876,919","-21,130,809,388","-37,651,623,524"
692,DSR제강,00151298,069730,2022,C,"259,398,156,922","76,302,600,310","26,367,413,746","33,010,683,469"
693,용평리조트,00365989,070960,2022,D,"868,285,864,187","490,578,387,042","1,552,325,492","-12,983,265,323"
694,유엔젤,00416654,072130,2022,D,"61,023,631,583","7,242,894,540","845,798,193","2,140,769,239"
695,이엔플러스,00469799,074610,2022,D,"120,327,643,368","55,540,873,039","-13,174,840,671","-36,257,081,136"
696,새론오토모티브,00305668,075180,2022,D,"256,209,761,789","26,237,446,966","-3,096,423,313","-5,860,618,000"
697,세진중공업,00415628,075580,2022,D,"551,849,173,753","342,503,861,017","24,899,662,472","16,641,864,543"
698,텔코웨어,00361488,078000,2022,D,"132,073,841,013","20,552,807,021","2,855,339,110","4,569,550,673"
699,일진다이아,00508274,081000,2022,D,"599,305,651,807","71,340,431,456","3,272,205,622","1,861,334,390"
700,이월드,00540605,084680,2022,D,"431,705,014,700","185,352,588,241","14,610,430,386","7,308,956,663"
701,엔케이,00172228,085310,2022,D,"185,745,934,911","57,514,392,119","870,341,567","10,508,709,657"
702,진도,00557933,088790,2022,D,"129,200,779,871","25,027,285,482","6,093,797,742","5,123,956,863"
703,메타랩스,00442835,090370,2022,D,"90,016,753,672","11,129,379,056","-2,047,208,320","-13,656,713,478"
704,세원이앤씨,00585219,091090,2022,D,"282,702,159,615","115,300,760,586","1,818,195,585","-92,761,245,972"
705,디아이씨,00112165,092200,2022,D,"648,233,574,145","504,681,102,341","31,286,785,173","15,137,287,825"
706,기신정기,00106614,092440,2022,D,"265,059,186,517","14,831,931,489","9,642,345,481","10,696,712,893"
707,형지엘리트,00441243,093240,2022,D,"109,225,633,024","41,486,677,550","3,940,036,180","8,288,093,361"
708,진양홀딩스,00646732,100250,2022,D,"597,085,261,527","194,455,945,015","5,231,538,199","34,705,704,464"
709,인바이오젠,00652423,101140,2022,D,"141,814,848,411","37,399,819,172","-6,033,395,547","-136,640,099,029"
710,쌍방울,00681142,102280,2022,D,"167,746,018,396","29,093,372,709","642,206,648","-109,641,478,750"
711,일진전기,00683469,103590,2022,D,"839,513,249,151","494,610,873,687","31,490,877,242","27,728,684,638"
712,미원홀딩스,00706715,107590,2022,C,"485,886,407,079","229,582,717,353","22,840,986,830","25,035,660,044"
713,호전실업,00226316,111110,2022,D,"316,098,137,496","180,582,898,935","40,584,324,713","38,800,723,016"
714,락앤락,00561866,115390,2022,B,"708,510,198,267","106,428,102,752","2,304,046,491","-8,213,595,668"
715,KC코트렐,00797364,119650,2022,D,"323,473,720,683","266,719,036,966","3,629,851,717","-19,244,340,300"
716,조선선재,00796994,120030,2022,D,"145,133,296,597","9,248,179,273","9,435,412,968","13,174,731,310"
717,대성산업,00828789,128820,2022,D,"1,824,588,314,611","1,197,506,140,662","48,301,486,163","-7,741,897,895"
718,미원화학,00855163,134380,2022,C,"147,864,035,732","15,155,439,398","18,983,200,277","20,938,722,745"
719,시디즈,00852087,134790,2022,C,"85,063,020,141","21,635,673,445","40,885,780","3,102,893,525"
720,드림텍,00415646,192650,2022,D,"825,357,092,772","323,702,374,400","96,666,082,963","105,543,183,337"
721,제이에스코퍼레이션,00332927,194370,2022,C,"533,768,141,172","278,290,251,740","81,475,323,113","83,593,569,608"
722,금호에이치티,00105606,214330,2022,D,"426,633,825,138","100,833,283,251","9,292,103,935","-17,157,797,244"
723,토니모리,00816544,214420,2022,C,"199,062,053,733","101,679,024,921","-7,258,250,448","-2,946,339,154"
724,미원에스씨,01234297,268280,2022,C,"475,733,780,981","96,877,962,047","80,853,449,953","84,896,353,218"
725,제일약품,01236897,271980,2022,D,"456,891,539,429","301,294,319,644","-13,504,334,090","-13,246,645,256"
726,동아타이어,01262458,282690,2022,D,"474,371,544,392","96,570,089,934","22,378,404,384","31,069,283,692"
727,에어부산,00651901,298690,2022,D,"1,227,883,087,659","1,101,224,121,714","-81,307,511,001","-153,133,369,491"
728,삼천당제약,00128546,000250,2022,D,"373,275,926,268","127,634,262,627","12,224,651,499","8,919,524,090"
729,서부T&D,00130383,006730,2022,D,"2,065,713,348,318","1,248,905,018,191","19,185,280,991","30,498,487,923"
730,네이처셀,00117276,007390,2022,D,"94,021,004,319","36,862,832,477","-9,502,488,683","-8,904,827,977"
731,에스엠코어,00137915,007820,2022,C,"109,853,668,071","39,615,250,918","2,009,033,348","2,408,113,145"
732,SGC이테크건설,00141246,016250,2022,B,"973,525,647,536","727,213,982,033","33,204,579,097","70,906,639,426"
733,KCC건설,00105466,021320,2022,D,"1,198,128,493,039","747,474,269,742","-1,091,838,620","13,571,221,968"
734,유진기업,00184667,023410,2022,D,"2,030,421,858,750","1,092,825,611,169","54,719,955,238","-7,891,294,088"
735,동화기업,00173032,025900,2022,D,"1,846,108,233,207","1,074,761,149,038","72,435,427,545","57,432,543,663"
736,코엔텍,00197476,029960,2022,D,"208,244,495,395","37,731,210,189","48,363,480,084","50,229,848,661"
737,시그네틱스,00158219,033170,2022,D,"193,209,798,817","61,897,064,699","8,884,748,083","9,812,066,060"
738,코웰패션,00155948,033290,2022,D,"1,067,555,260,616","571,242,059,846","101,677,130,510","91,631,926,647"
739,네패스,00227333,033640,2022,C,"1,131,933,359,194","739,611,151,367","-6,714,005,791","83,877,723,664"
740,KG이니시스,00264547,035600,2022,D,"1,452,980,135,073","847,320,423,017","106,512,396,728","90,651,570,239"
741,SFA반도체,00301246,036540,2022,D,"674,874,341,737","190,956,704,120","62,881,247,628","71,388,920,625"
742,영풍정밀,00141389,036560,2022,B,"412,207,478,503","71,656,711,563","11,969,856,632","19,506,213,533"
743,KCI,00265041,036670,2022,C,"123,130,036,367","24,943,833,965","21,877,282,357","22,700,882,769"
744,이오테크닉스,00246417,039030,2022,D,"615,867,392,001","76,752,866,702","92,798,680,886","100,770,243,229"
745,오스코텍,00263654,039200,2022,D,"143,735,698,279","21,914,692,257","-28,638,371,344","-27,983,021,370"
746,나노엔텍,00230425,039860,2022,D,"63,276,789,628","5,627,996,929","4,380,965,003","5,508,274,307"
747,KG모빌리언스,00405278,046440,2022,D,"474,188,848,712","157,786,435,557","40,290,909,338","38,350,134,733"
748,현대바이오,00313649,048410,2022,D,"67,326,810,921","9,091,422,389","-26,354,165,991","-16,612,741,978"
749,리노공업,00369657,058470,2022,C,"531,488,129,432","38,304,546,606","136,634,729,982","154,075,514,572"
750,인선이엔티,00375931,060150,2022,D,"550,218,609,958","208,374,441,965","33,230,165,818","28,972,541,204"
751,다원시스,00523307,068240,2022,D,"672,878,033,817","467,395,937,130","-159,266,398,763","-169,981,377,034"
752,셀트리온제약,00541349,068760,2022,D,"599,724,549,123","242,938,002,116","38,169,582,298","30,468,673,930"
753,차바이오텍,00525679,085660,2022,D,"1,607,008,259,342","955,071,931,840","-47,076,070,730","-71,302,408,963"
754,동국제약,00114808,086450,2022,C,"768,330,084,076","237,265,679,685","72,653,921,441","68,632,496,823"
755,메디톡스,00580199,086900,2022,D,"596,288,445,046","162,672,839,659","46,664,445,394","49,526,136,526"
756,에이스테크,00556907,088800,2022,D,"379,521,558,057","311,712,410,525","-20,058,514,812","-31,318,339,188"
757,상아프론테크,00181299,089980,2022,C,"335,959,119,954","150,973,300,609","12,905,637,676","8,851,672,493"
758,아미코젠,00545734,092040,2022,C,"429,651,956,812","259,874,018,775","-4,899,462,026","-50,571,006,364"
759,제넥신,00545929,095700,2022,D,"388,781,107,501","107,873,145,205","-33,679,063,951","-57,131,835,253"
760,에스앤에스텍,00411048,101490,2022,C,"226,750,296,429","36,358,827,310","16,012,815,858","16,541,478,096"
761,이엔에프테크놀로지,00530185,102710,2022,D,"662,279,122,926","270,602,941,282","64,645,433,271","63,819,436,162"
762,티케이케미칼,00693554,104480,2022,D,"1,431,444,770,374","483,514,905,473","480,800,306","311,910,286,090"
763,원익머트리얼즈,00623661,104830,2022,C,"583,018,186,697","137,651,227,352","88,797,905,994","76,694,813,371"
764,메지온,00808022,140410,2022,D,"54,021,841,457","27,781,788,650","-23,331,280,109","-35,909,597,525"
765,레고켐바이오,00842619,141080,2022,C,"252,530,449,549","32,931,523,513","-50,375,099,038","-47,722,617,786"
766,서진시스템,00838005,178320,2022,D,"1,384,813,849,004","845,244,135,390","44,398,388,581","15,179,648,474"
767,알테오젠,00989619,196170,2022,C,"245,490,136,097","100,108,123,094","-29,373,680,278","-9,969,855,067"
768,메가스터디교육,01074862,215200,2022,B,"904,710,791,851","471,008,859,752","135,389,636,306","134,308,390,458"
769,RFHIC,01078178,218410,2022,C,"473,338,210,545","165,491,087,870","802,971,835","3,959,367,755"
770,씨아이에스,01090471,222080,2022,D,"443,995,110,774","303,962,068,566","7,811,543,178","15,682,198,047"
771,에코마케팅,01029394,230360,2022,C,"309,674,299,000","96,124,869,385","56,589,658,372","56,348,497,276"
772,메드팩토,01336373,235980,2022,D,"107,687,183,354","75,364,585,732","-37,193,012,232","-35,753,227,225"
773,셀리버리,01182444,268600,2022,C,"84,704,573,850","74,250,173,411","-66,892,079,696","-75,018,397,988"
774,엘앤씨바이오,01181515,290650,2022,C,"199,725,162,710","91,903,982,601","9,483,841,990","4,563,326,433"
775,국보,00104519,001140,2022,D,"109,959,854,401","66,871,513,556","-14,020,928,187","-24,473,349,636"
776,비비안,00107677,002070,2022,D,"201,061,180,940","104,480,645,980","5,712,710,660","-14,000,473,825"
777,흥아해운,00167208,003280,2022,C,"317,059,936,570","181,755,200,200","29,679,321,670","19,003,192,145"
778,진양산업,00150439,003780,2022,D,"82,719,954,686","31,490,483,064","5,285,312,534","5,476,287,811"
779,성안,00132868,011300,2022,C,"123,872,501,880","101,656,694,244","-1,517,005,402","-8,290,315,629"
780,세우글로벌,00134176,013000,2022,D,"49,888,720,541","4,030,128,778","1,558,551,419","2,364,372,560"
781,한국주강,00159564,025890,2022,D,"48,045,222,224","18,273,216,705","-517,656,122","1,721,453,110"
782,이아이디,00480950,093230,2022,D,"566,212,896,315","384,426,714,358","-12,839,603,028","-101,105,095,340"
783,아시아나IDT,00458234,267850,2022,C,"205,577,783,538","45,626,559,675","10,236,752,051","12,393,035,469"
784,리더스 기술투자,00110750,019570,2022,D,"48,623,904,940","15,286,814,533","-17,269,386,147","-18,285,393,119"
785,아난티,00161781,025980,2022,C,"1,734,786,833,894","1,224,152,226,029","115,222,889,272","58,453,481,071"
786,상상인,00306162,038540,2022,D,"6,302,067,305,088","5,452,931,988,622","64,850,625,855","63,203,066,812"
787,씨젠,00788773,096530,2022,C,"1,390,777,557,476","240,498,582,648","196,492,262,649","225,559,426,245"
788,덕산네오룩스,01061558,213420,2022,D,"361,537,915,718","41,206,237,089","44,866,531,676","44,786,652,810"
789,로보스타,00536523,090360,2022,C,13940000000,"46,536,515,025","1,794,247,604","2,438,272,804"
790,기아,00106641,000270,2021,A+,"66,849,997,000,000","31,937,441,000,000","5,065,685,000,000","6,393,781,000,000"
791,S-Oil,00138279,010950,2021,A+,"18,693,235,000,000","11,705,193,000,000","2,140,942,000,000","1,878,020,000,000"
792,풀무원,00155355,017810,2021,A+,"1,969,372,521,092","1,379,581,562,516","38,513,882,668","13,508,680,000"
793,케이티,00190321,030200,2021,A+,"37,159,341,000,000","20,592,180,000,000","1,671,824,000,000","1,978,411,000,000"
794,SK,00181712,034730,2021,A+,"165,368,363,000,000","99,815,712,000,000","4,859,760,000,000","5,982,328,000,000"
795,NAVER,00266961,035420,2021,A+,"33,691,006,757,040","9,663,630,407,765","1,325,478,171,117","2,126,399,871,701"
796,포스코인터내셔널,00124504,047050,2021,A+,"10,770,734,147,000","7,258,594,219,000","585,385,807,000","488,700,366,000"
797,SK이노베이션,00631518,096770,2021,A+,"49,544,942,070,000","29,924,245,706,000","1,741,672,570,000","818,466,254,000"
798,CJ대한통운,00113410,000120,2021,A,"8,993,928,516,384","4,977,570,577,451","343,880,765,667","239,190,286,694"
799,두산,00117212,000150,2021,A,"25,945,825,422,089","17,535,706,719,844","921,057,400,974","592,868,442,297"
800,DL,00109693,000210,2021,A,"8,180,715,293,855","3,793,988,663,859","193,162,085,397","717,852,472,556"
801,일동홀딩스,00146083,000230,2021,A,"920,762,518,312","737,422,939,881","-82,843,702,401","-176,529,334,040"
802,한국앤컴퍼니,00160047,000240,2021,A,"4,081,229,754,648","345,760,552,275","228,305,200,484","227,739,759,554"
803,노루홀딩스,00113508,000320,2021,A,"1,055,537,182,156","472,000,054,543","26,659,685,696","26,768,754,927"
804,동아쏘시오홀딩스,00116824,000640,2021,A,"1,691,388,335,986","706,347,761,608","61,564,188,030","66,104,527,975"
805,SK하이닉스,00164779,000660,2021,A,"96,346,525,000,000","34,155,467,000,000","12,410,340,000,000","13,415,987,000,000"
806,현대건설,00164478,000720,2021,A,"19,637,264,000,000","10,207,973,000,000","753,504,000,000","854,101,000,000"
807,한화,00160588,000880,2021,A,"203,463,699,000,000","181,483,049,000,000","2,927,888,000,000","3,216,454,000,000"
808,DB하이텍,00160843,000990,2021,A,"1,549,937,895,854","443,888,189,808","399,106,778,303","420,439,748,913"
809,CJ,00148540,001040,2021,A,"41,955,995,804,000","25,492,465,688,000","1,881,800,099,000","1,300,849,491,000"
810,LX인터내셔널,00120076,001120,2021,A,"6,746,889,021,744","4,362,644,678,498","656,217,086,586","734,696,920,486"
811,대한전선,00113207,001440,2021,A,"1,420,870,615,000","1,033,109,826,000","39,462,123,000","22,601,871,000"
812,대상,00121941,001680,2021,A,"2,870,530,105,668","1,623,307,568,831","153,245,195,127","184,335,978,295"
813,SK네트웍스,00131780,001740,2021,A,"9,410,916,000,000","7,021,921,000,000","121,978,000,000","107,133,000,000"
814,오리온홀딩스,00117577,001800,2021,A,"4,961,788,340,261","1,090,941,456,912","315,697,398,867","320,020,107,452"
815,한진,00163512,002320,2021,A,"3,877,620,716,229","2,503,649,583,464","99,432,891,702","215,924,548,723"
816,한독,00161046,002390,2021,A,"841,561,831,887","457,565,420,779","28,006,350,245","4,768,296,110"
817,아모레퍼시픽그룹,00154462,002790,2021,A,"8,038,142,932,125","1,562,518,153,844","356,171,273,550","429,574,176,402"
818,TYM,00117230,002900,2021,A,"707,428,247,565","458,227,292,748","35,264,240,176","34,069,591,538"
819,삼양식품,00126955,003230,2021,A,"753,080,320,659","357,388,870,699","65,363,413,971","72,127,163,112"
820,쌍용씨앤이,00138224,003410,2021,A,"3,564,764,921,137","1,909,294,816,425","248,732,059,385","190,976,286,383"
