회사명,corp_code,stock_code,연도,ESG,자산총계,부채총계,영업이익,법인세차감전 순이익,intangible,ratio,pre_ratio,out_exec,share_holder,정규직 수,비정규직 수,시가총액,매출액,현금흐름,자산총계(t-1),매출액(t-1)
고려아연,00102858,010130,2022,B,12097918358974.0,2866186242426.0,919171130822.0,881480750499.0,851334580927.0,50.89,43.58,13.333333333333334,48.55,88.0,184.0,10914702333926.83,11219358600107.0,784694563029.0,9964048634649.0,9976776443636.0
웰바이오텍,00141273,010600,2022,D,60207812882.0,22410292079.0,2559154200.0,-5027218767.0,4167414715.0,0.0,0.0,28.57142857142857,7.76,30.0,0.0,102557662128.29268,190937399357.0,2623413841.0,136826786107.0,121623324836.0
평화홀딩스,00155124,010770,2022,C,558370415231.0,435879831455.0,3604505748.0,-12610658612.0,2206227698.0,,,21.428571428571427,52.33,76.0,0.0,53977482038.21138,740231005480.0,25510481142.0,518123304203.0,627732854800.0
에넥스,00139764,011090,2022,C,128080156342.0,83739059135.0,-23533540970.0,-22814475314.0,991231726.0,,,14.285714285714285,27.75,248.0,0.0,93219694060.21951,205956336083.0,-7300318092.0,132906035780.0,201771691421.0
CJ씨푸드,00129013,011150,2022,B,143409086635.0,67719807379.0,4135027843.0,6675009145.0,37913714177.0,,,20.0,46.26,347.0,32.0,122314339754.16669,152701000000.0,-905718451.0,133389814204.0,162143000000.0
유니켐,00137207,011330,2022,D,434878230535.0,295710101541.0,3268803035.0,-2473082608.0,11150040475.0,111.0,61.0,5.555555555555555,17.59,292.0,0.0,89916744903.86179,120444645572.0,23431307750.0,335857580519.0,123343369769.0
STX,00138297,011810,2022,C,741784000000.0,639377000000.0,-1955000000.0,-19571000000.0,2347.0,,,12.5,55.41,76.0,3.0,120442219811.09756,1188575000000.0,-84572000000.0,676149000000.0,925509000000.0
신성이엔지,00136271,011930,2022,D,577555245278.0,366385474629.0,21021027961.0,47492815899.0,37913714177.0,,,25.0,21.00,490.0,8.0,405920899700.874,664143679914.0,-24003168080.0,476656365404.0,454523692263.0
DB,00163345,012030,2022,B,414317384772.0,129333891166.0,23608623380.0,11069816097.0,59957576463.0,0.0,0.0,16.666666666666664,43.81,381.0,39.0,172989955654.82925,401345502158.0,27104961664.0,601998919354.0,326914604920.0
영흥,00141477,012160,2022,C,535684495341.0,337528199498.0,4226983642.0,-2245507060.0,17311697928.0,,,25.0,27.98,391.0,41.0,87210521568.43903,527368738331.0,-2857735178.0,518961056304.0,408602830681.0
더존비즈온,00172291,012510,2022,D,832892725864.0,394392969092.0,45533613298.0,31255042674.0,57314250200.0,31.0,30.0,28.57142857142857,29.76,631.0,44.0,1211414706198.374,304302941269.0,77337373778.0,900314202568.0,318746985620.0
모나리자,00173102,012690,2022,D,97794376174.0,20179158794.0,2895379738.0,2891923591.0,37913714177.0,75.2,,28.57142857142857,50.99,198.0,8.0,126286787387.80489,120870000000.0,6565472797.0,93955501189.0,10639900000.0
일성건설,00146232,013360,2022,D,413301997330.0,292815448269.0,2722459268.0,4847386052.0,1116527210.0,,,6.666666666666667,63.88,390.0,111.0,195387786533.3333,462601614581.0,-25567650637.0,379287373622.0,416181928384.0
디와이,00117179,013570,2022,C,861083032957.0,356698974017.0,32920856088.0,14873303263.0,4464402618.0,,,10.0,40.51,53.0,1.0,196305945643.90244,1094816896212.0,61144450813.0,859972554946.0,998349819087.0
영보화학,00140779,014440,2022,D,180449397115.0,22013068492.0,4973486413.0,7495671345.0,2380753821.0,14.58,55.69,18.181818181818183,51.00,258.0,0.0,80160162601.62602,82988929798.0,10009497591.0,179898107295.0,76803020296.0
극동유화,00105156,014530,2022,D,353076046774.0,147759136082.0,30590826516.0,26370746670.0,2128751152.0,33.7,47.2,7.6923076923076925,38.45,107.0,2.0,136292656148.78049,1242475835454.0,-2447534347.0,321935348473.0,964831742550.0
사조씨푸드,00124780,014710,2022,C,350700454619.0,111544268866.0,13584493320.0,10414123965.0,37913714177.0,8.3,10.49,37.5,62.07,230.0,0.0,95226592108.88213,201116170000.0,-16049350746.0,336930664881.0,174614930000.0
동원시스템즈,00132637,014820,2022,C,1451669982270.0,722040384353.0,91839427774.0,78694794137.0,57458973797.0,24.28,36.49,5.88235294117647,83.8,1576.0,25.0,1536630958114.431,1436999451562.0,214671434652.0,1492014739252.0,1250882270311.0
대창단조,00112679,015230,2022,C,338228490208.0,95831169725.0,49857119260.0,56997948957.0,1237623449.0,14.11,13.12,50.0,45.44,100.0,3.0,158127548013.00812,421497657834.0,29285316576.0,298478418840.0,354439661796.0
태경산업,00153339,015890,2022,C,625038862557.0,204202010453.0,54916688892.0,40219504737.0,22260272005.0,36.79,42.29,10.0,61.96,247.0,0.0,197722988465.4472,733384357738.0,31185892491.0,584726245924.0,516770864906.0
대현,00113614,016090,2022,C,297649820407.0,54998741748.0,30195181973.0,31995216431.0,37913714177.0,19.2,20.7,30.0,47.28,445.0,15.0,103678208404.87804,319305279593.0,21770390423.0,280081122058.0,287896441056.0
한세예스24홀딩스,00161976,016450,2022,B+,2036963741120.0,1205446231945.0,192868855902.0,100275158654.0,79045574508.0,46.05,24.36,33.33333333333333,79.72,23.0,0.0,235758536585.36584,3322113533739.0,221140252011.0,2241273059610.0,2798895736344.0
환인제약,00166573,016580,2022,B,369374561471.0,35446435977.0,29810419721.0,29808164082.0,3176128672.0,19.15,17.18,27.27272727272727,21.90,504.0,58.0,321078037621.95123,198934734394.0,16851173850.0,353188871835.0,177775700611.0
대성홀딩스,00108940,016710,2022,C,1391346077818.0,786541938665.0,6984420659.0,13922485247.0,2768289781.0,82.0,16.7,50.0,72.74,39.0,0.0,1222377026233.5366,1253169917697.0,74633025351.0,1244012863048.0,938585207962.0
두올,00119672,016740,2022,D,462171290214.0,263998120328.0,13299644433.0,12841545754.0,40693524519.0,34.5,16.71,28.57142857142857,36.25,526.0,22.0,103828703113.00812,565996038053.0,18447104322.0,424141554671.0,495632646209.0
퍼시스,00161709,016800,2022,D,544804538072.0,71851940711.0,32658637873.0,10869233948.0,37913714177.0,167.7,22.37,28.57142857142857,54.71,216.0,3.0,373775711382.1138,381251130841.0,26431379927.0,575484571263.0,326505279504.0
웅진,00143651,016880,2022,C,1094417787764.0,868253314371.0,42327369054.0,8881913756.0,95522835707.0,,,28.57142857142857,29.51,824.0,17.0,123518204748.78049,1049841292075.0,112388797043.0,1065994370493.0,979866235586.0
명문제약,00121039,017180,2022,D,230449822959.0,135182358858.0,6433888101.0,2652206377.0,318468506.0,,,7.6923076923076925,20.68,284.0,13.0,114439012529.63414,152134940505.0,5474842482.0,223263081737.0,137759902074.0
우신시스템,00142883,017370,2022,D,282515715608.0,192467200303.0,7972167440.0,5750975354.0,2825847913.0,17.1,,16.666666666666664,36.88,218.0,13.0,53640077429.02439,254538462220.0,18003437299.0,309605708018.0,262337789266.0
광전자,00152729,017900,2022,D,247855306698.0,20234706018.0,5837058369.0,9576480512.0,192316367.0,18.2,22.8,25.0,55.48,794.0,36.0,146715492266.01627,152201072028.0,17453957644.0,238961555432.0,173773675132.0
조일알미늄,00149239,018470,2022,C,367680590342.0,180767713986.0,15831171036.0,11281955816.0,37913714177.0,,,37.5,43.35,340.0,42.0,276239144933.8212,562385000000.0,5792647946.0,347937579509.0,466932000000.0
신풍제약,00137359,019170,2022,C,361536058296.0,30777770605.0,-34018686326.0,-34781537279.0,6930822496.0,,,23.07692307692308,24.43,809.0,12.0,1431413197325.2034,209287627763.0,-26443578950.0,398349774820.0,189237234928.0
티에이치엔,00118965,019180,2022,D,371353957512.0,279919564485.0,1128592573.0,2327531270.0,1503286647.0,-14.2,5.4,5.0,42.80,455.0,40.0,68224390243.90244,469666790784.0,29879210139.0,339937205990.0,402733099165.0
키다리스튜디오,00140131,020120,2022,D,378769210908.0,104145178065.0,4262454699.0,-2457881428.0,18727281484.0,,,11.11111111111111,46.17,237.0,42.0,374362144695.4065,169433774760.0,9896437499.0,290122174756.0,119118155904.0
일진디스플,00198697,020760,2022,D,117303570494.0,88372905690.0,1052222165.0,-3627403567.0,211571665.0,,,16.666666666666664,44.96,112.0,1.0,85216947990.7317,124347842285.0,-2736272774.0,117460183728.0,101440583884.0
서원,00131197,021050,2022,C,266232857341.0,129996555577.0,173336109.0,-1061379310.0,37913714177.0,,4.8,12.5,38.69,145.0,0.0,77614200135.1626,275679000000.0,10941811223.0,293365978377.0,261636000000.0
MH에탄올,00121534,023150,2022,C,447440404391.0,352042676901.0,21924889178.0,10153256901.0,5061612696.0,32.6,38.5,9.090909090909092,43.63,51.0,1.0,66861143223.17073,110722401934.0,16477363979.0,451460751811.0,102066936941.0
한국종합기술,00159500,023350,2022,C,332695359728.0,183900047649.0,5425716889.0,6710644912.0,37913714177.0,27.4,9.4,6.976744186046512,53.63,1086.0,531.0,80356085365.85365,283703000000.0,-3718013912.0,339419339331.0,268252000000.0
대원화성,00112022,024890,2022,D,130913447074.0,68456840367.0,-7401035956.0,-8982446378.0,805424665.0,,,50.0,46.72,158.0,0.0,123272923072.52032,146805183509.0,-6789277494.0,135832581638.0,113339078287.0
에스제이엠홀딩스,00181943,025530,2022,C,328166066953.0,65018743060.0,8227979769.0,11520770167.0,13674491064.0,117.9,74.8,16.666666666666664,63.90,5.0,0.0,53863810073.82114,184223689219.0,10862602401.0,329167359802.0,149668812660.0
이구산업,00145464,025820,2022,C,337212432145.0,209999597611.0,13690371011.0,5164140309.0,37913714177.0,29.2,7.9,33.33333333333333,51.01,151.0,53.0,119832473902.43904,429619000000.0,-1688618742.0,323941424422.0,334357000000.0
남해화학,00107987,025860,2022,C,902896419890.0,380906101431.0,62590109179.0,65209716196.0,37913714177.0,10.18,13.28,66.66666666666666,56.00,489.0,23.0,513576243896.70734,2169565870526.0,-96145539039.0,719110524869.0,1451884407283.0
세하,00133706,027970,2022,D,200976546330.0,99693650002.0,3503433098.0,2194853255.0,37913714177.0,,,9.090909090909092,50.73,281.0,0.0,81569808695.99594,227325000000.0,6283892896.0,195333621254.0,204435000000.0
케이씨,00209780,029460,2022,C,1004623911655.0,213860828781.0,101194811532.0,125942009184.0,36838035486.0,4.3,7.1,10.526315789473683,40.67,216.0,7.0,258077813398.374,857973655257.0,108043803819.0,964515631018.0,553763394521.0
롯데관광개발,00231372,032350,2022,D,1802776594203.0,1571088484599.0,-118719752733.0,-224037837216.0,49099720421.0,,,9.090909090909092,45.52,1093.0,14.0,992544089254.309,183670906051.0,-62856715016.0,1302424556614.0,107071758778.0
유나이티드,00158963,033270,2022,B,417890866564.0,80034380202.0,48213162470.0,53424815313.0,37913714177.0,12.99,19.17,23.07692307692308,37.00,885.0,0.0,492168579703.6585,262522000000.0,63782033402.0,380032751461.0,221040000000.0
세종공업,00134510,033530,2022,C,1149427317637.0,748025818053.0,32074360267.0,20858442997.0,34464957216.0,,-31.7,6.25,43.87,646.0,7.0,177778768123.43497,1858856802835.0,38343209140.0,1180100054496.0,1548249404788.0
무학,00121543,033920,2022,C,605739795014.0,125178899253.0,15643137742.0,-15451745055.0,504347181.0,-46.14,-37.99,27.27272727272727,61.46,223.0,161.0,210427317073.17075,152832444811.0,28142525184.0,646644149778.0,126928339596.0
SBS,00130772,034120,2022,C,1407888696660.0,534612151995.0,185603490383.0,177557965489.0,54327648183.0,11.6,13.0,44.44444444444444,36.92,943.0,95.0,747383874909.7561,1173781580894.0,-55802200559.0,1462149708150.0,1049034569606.0
상신브레이크,00129642,041650,2022,D,543596267420.0,346007238334.0,14080989932.0,6816196575.0,2362481056.0,269.6,15.8,15.0,46.31,599.0,29.0,73816837606.70732,489014822462.0,-7159124867.0,493641121647.0,397023068047.0
유니온머티리얼,00369833,047400,2022,D,204164784861.0,120343646929.0,848339698.0,1281667707.0,1431513742.0,,270.2,11.11111111111111,44.07,304.0,1.0,121002682926.82928,126146837365.0,-12105936736.0,186669511383.0,118261478442.0
우진플라임,00303217,049800,2022,D,285245048447.0,182460324751.0,22612660782.0,25088979568.0,829370308.0,4.57,4.44,20.0,40.8,553.0,0.0,84043089430.8943,254578736012.0,26443219234.0,276360691146.0,233989445051.0
한전KPS,00159218,051600,2022,A,1562022195345.0,346288975190.0,130553250828.0,134599664565.0,8320233975.0,58.6,54.7,37.5,51.00,609.0,155.0,1658451219512.195,1429074836456.0,81342892673.0,1426920122047.0,1380553428993.0
다스코,00353878,058730,2022,D,346117669232.0,202891749126.0,11548783311.0,5014419459.0,5950977345.0,,,15.0,37.37,228.0,8.0,96443686147.11382,378481455313.0,22187230063.0,298527299745.0,363600169196.0
SNT모티브,00398792,064960,2022,C,1225486689781.0,346460014011.0,111925067671.0,118909596673.0,9375277547.0,24.4,27.8,20.0,41.10,673.0,43.0,648797633626.0162,1044860611248.0,108541712300.0,1149796359145.0,941744683893.0
대호에이엘,00428729,069460,2022,D,157016306876.0,81391435646.0,9340386983.0,6655899866.0,37913714177.0,,,16.666666666666664,0.0,177.0,0.0,129411672426.7683,174036740741.0,5065643371.0,145025262064.0,143401758272.0
하이스틸,00435312,071090,2022,C,292456090103.0,143503167006.0,16870680824.0,14268749588.0,1400304566.0,,,7.6923076923076925,53.04,194.0,9.0,85691741727.88618,316413941902.0,515848984.0,259714571728.0,226150662388.0
코아스,00210856,071950,2022,C,76246124909.0,58375881363.0,-704501535.0,-1679235726.0,1644041982.0,,,18.181818181818183,27.30,228.0,39.0,30107391711.951218,97886470716.0,-4504647659.0,79299245941.0,110769785777.0
STX중공업,00406046,071970,2022,C,416290993852.0,224154879957.0,11342142575.0,15666817050.0,4387144388.0,,,15.384615384615383,47.81,257.0,15.0,132575939992.68292,179328152621.0,-20431159379.0,430406730156.0,137403818447.0
유니퀘스트,00414601,077500,2022,D,610723418178.0,262882234237.0,40913192825.0,46874164082.0,13393860465.0,10.69,12.76,50.0,44.82,212.0,0.0,269987394607.7236,739459798297.0,-46253641466.0,490332217891.0,590983230900.0
그린케미칼,00454946,083420,2022,D,196645335068.0,74168153281.0,17219652079.0,5989330707.0,37913714177.0,186.93,32.22,11.11111111111111,59.80,171.0,3.0,228418536585.36584,324927000000.0,18757155580.0,211689251240.0,286224000000.0
대한제강,00113225,084010,2022,D,1220496809666.0,422049932807.0,215379902495.0,195770968238.0,4600583405.0,11.0,6.0,9.090909090909092,45.42,401.0,5.0,411670590782.9268,2141616301745.0,73160251702.0,1232437581471.0,2030305293579.0
동양고속,00540641,084670,2022,D,165498374153.0,90255923833.0,-11216972073.0,-15764824874.0,37913714177.0,,,33.33333333333333,47.52,630.0,10.0,47702145153.861786,104429014786.0,-5004176715.0,168829554468.0,81175925442.0
티비에이치글로벌,00409672,084870,2022,D,112327631684.0,52145159202.0,1957768075.0,9514467738.0,37913714177.0,,,6.25,49.83,254.0,14.0,40104017232.86585,203091521251.0,-7881679248.0,117022490325.0,188075549588.0
평화산업,00573579,090080,2022,C,236600606117.0,195168304315.0,5734166110.0,5027429431.0,1040546848.0,,,20.0,62.79,734.0,58.0,84996954588.84146,519932246828.0,19207600161.0,220115437716.0,424123466253.0
티웨이항공,00671376,091810,2022,C,1042495890560.0,983093107924.0,-103929570861.0,-150165866513.0,1933798298.0,,,19.047619047619047,41.18,1983.0,267.0,338093838299.6748,525821186068.0,165994528560.0,735047689453.0,214395239315.0
KEC,00589127,092220,2022,C,401136512524.0,96489867891.0,18028423745.0,20781637107.0,33101635.0,39.7,,25.0,34.53,566.0,2.0,415011118853.6788,256171262590.0,6745931008.0,400589167116.0,267472591083.0
KPX홀딩스,00587466,092230,2022,C,1819893802654.0,448980401917.0,55528882649.0,47202821846.0,16395765983.0,125.7,25.5,12.5,47.90,21.0,0.0,249300482065.85367,1240447444718.0,102615005611.0,1814858039334.0,1238702229927.0
동양피스톤,00117726,092780,2022,C,374266034502.0,249740813399.0,7437519525.0,4173013294.0,3469100528.0,,10.66,42.85714285714285,55.79,518.0,58.0,71609657237.39838,397883097756.0,26313248705.0,362628219316.0,354590526034.0
LF,00593032,093050,2022,B,2584040376470.0,927192269932.0,185160686386.0,223766942606.0,219969782992.0,13.1,14.4,8.333333333333332,47.74,1057.0,168.0,494678991869.9187,1968540364635.0,160923026134.0,2541137894593.0,1793103979720.0
AJ네트웍스,00365387,095570,2022,B+,1481445371745.0,1119559529255.0,75447386515.0,27642664014.0,25270682800.0,134.4,15.7,12.5,53.59,547.0,14.0,301218672803.35364,1208367577386.0,18324411864.0,1355044449955.0,981947656833.0
JW홀딩스,00632304,096760,2022,B+,1157579707497.0,824316934495.0,103257348706.0,70994753228.0,173262310541.0,675.8,135.5,15.0,50.16,138.0,7.0,243800047691.34143,864536430725.0,104426313774.0,1065779475044.0,788936980895.0
비상교육,00520887,100220,2022,B,309226087513.0,112016003859.0,3546451200.0,331097721.0,16932668837.0,,44.67,20.0,54.14,880.0,77.0,87440594144.14635,253028639290.0,2003229615.0,271514539939.0,215573813894.0
SNT에너지,00648721,100840,2022,C,429772701838.0,174341588445.0,3561445020.0,16998520736.0,4023715248.0,34.9,41.5,20.0,59.93,176.0,1.0,141335195134.7561,202878635272.0,28910380084.0,332143487939.0,171088093279.0
해태제과식품,00428321,101530,2022,C,691254955147.0,437389311669.0,23170927168.0,5307964378.0,117791000304.0,,,14.285714285714285,62.10,480.0,28.0,211841450599.10568,590266473598.0,18783336167.0,654856443051.0,567703451336.0
이연제약,00145598,102460,2022,C,484691741651.0,236926485584.0,9633099174.0,6893915535.0,4203938667.0,36.83,82.41,10.714285714285714,57.57,475.0,17.0,450011982215.6504,154038839268.0,8729174373.0,477978172163.0,142801367549.0
한국철강,00687711,104700,2022,C,938653807133.0,147735227497.0,121498017095.0,112957311341.0,37913714177.0,14.6,9.98,27.27272727272727,52.66,346.0,0.0,321066347560.9756,1064177000000.0,36404663697.0,908707497640.0,886650000000.0
한세실업,00728638,105630,2022,C,1239211177169.0,702124695430.0,179585878967.0,130434715182.0,6139091326.0,22.91,29.14,21.428571428571427,56.66,492.0,16.0,788430894308.9431,2204761177310.0,196687444991.0,1216241000843.0,1671997051772.0
우진,00173944,105840,2022,C,227053375662.0,50483944670.0,11894433807.0,14528662739.0,17239296231.0,31.4,-25.3,28.57142857142857,31.58,148.0,2.0,213517740659.7561,124056658737.0,14027281040.0,229794619014.0,107647372733.0
컨버즈,00753643,109070,2022,D,32951331825.0,18158116569.0,-4811604319.0,-8963636730.0,684964665.0,,,27.27272727272727,15.29,43.0,0.0,98917364500.0,28771235340.0,-3916534504.0,33044552713.0,39946492326.0
씨에스윈드,00670340,112610,2022,C,1779540149764.0,854871284096.0,42121940314.0,1737792056.0,120893283014.0,,38.21,16.0,43.47,102.0,1.0,2546852741381.91,1374893317788.0,150825432173.0,1771100878925.0,1195036447011.0
대성에너지,00787376,117580,2022,C,834489958201.0,520696425282.0,938738843.0,-204319222.0,809951399.0,-899.99,57.07,33.33333333333333,72.73,396.0,10.0,327526117886.17883,1020936453937.0,53041240730.0,742479534651.0,770440986512.0
