회사명,corp_code,stock_code,연도,ESG,재무제표,부채총계,영업이익,법인세차감전 순이익,intangible,ratio,pre_ratio,out_exec,share_holder,정규직 수,비정규직 수,시가총액,매출액,현금흐름
아시아나IDT,00458234,267850,2022,C,"205,577,783,538","45,626,559,675","10,236,752,051","12,393,035,469",37913714177.0,,,33.33333333333333,76.22,404.0,15.0,173234451219.5122,"181,366000000","7,741,864,725"
리더스 기술투자,00110750,019570,2022,D,"48,623,904,940","15,286,814,533","-17,269,386,147","-18,285,393,119",37913714177.0,,,18.75,-,42.0,0.0,59638611182.00407,6880519756,8275220485.0
아난티,00161781,025980,2022,C,"1,734,786,833,894","1,224,152,226,029","115,222,889,272","58,453,481,071",4975568362.0,,,28.57142857142857,32.11,525.0,14.0,640040264012.8456,325346438455,43040164992.0
상상인,00306162,038540,2022,D,"6,302,067,305,088","5,452,931,988,622","64,850,625,855","63,203,066,812",55503417637.0,11.6,5.4,14.285714285714285,31.93,176.0,7.0,478016382254.2683,764621201141,62570171225.0
씨젠,00788773,096530,2022,C,"1,390,777,557,476","240,498,582,648","196,492,262,649","225,559,426,245",24438446495.0,22.2,9.6,4.761904761904762,30.87,977.0,39.0,2093434386324.39,853561091243,319008873805.0
덕산네오룩스,01061558,213420,2022,D,"361,537,915,718","41,206,237,089","44,866,531,676","44,786,652,810",37913714177.0,,,7.142857142857142,55.06,238.0,7.0,968299900285.1626,176677173188,48943399368.0
로보스타,00536523,090360,2022,C,13940000000,"46,536,515,025","1,794,247,604","2,438,272,804",986664184.0,,,0.0,33.43,216.0,0.0,208905640243.90244,143240218469,701368476.0
기아,00106641,000270,2021,A+,"66,849,997,000,000","31,937,441,000,000","5,065,685,000,000","6,393,781,000,000",2831510.0,25.3,27.0,55.55555555555556,35.62,34562.0,939.0,34021589973637.5,69862366000000,7359670000000.0
S-Oil,00138279,010950,2021,A+,"18,693,235,000,000","11,705,193,000,000","2,140,942,000,000","1,878,020,000,000",108370.0,32.1,,9.836065573770492,63.45,727.0,35.0,10323206478380.645,27463918000000,1477165000000.0
풀무원,00155355,017810,2021,A+,"1,969,372,521,092","1,379,581,562,516","38,513,882,668","13,508,680,000",102800899444.0,,43.9,32.0,54.38,434.0,18.0,687522384112.7017,2518896106070,118483163527.0
케이티,00190321,030200,2021,A+,"37,159,341,000,000","20,592,180,000,000","1,671,824,000,000","1,978,411,000,000",3447333.0,33.2,49.6,72.72727272727273,11.68,21087.0,672.0,7882891782606.451,24898005000000,5561834000000.0
SK,00181712,034730,2021,A+,"165,368,363,000,000","99,815,712,000,000","4,859,760,000,000","5,982,328,000,000",12681890.0,22.8,195.5,5.208333333333334,29.55,959.0,167.0,19211139817673.387,97203653000000,6112675000000.0
NAVER,00266961,035420,2021,A+,"33,691,006,757,040","9,663,630,407,765","1,325,478,171,117","2,126,399,871,701",932152347274.0,0.5,5.9,66.66666666666666,11.56,4526.0,152.0,63964706201612.91,6817599707250,1379905728836.0
포스코인터내셔널,00124504,047050,2021,A+,"10,770,734,147,000","7,258,594,219,000","585,385,807,000","488,700,366,000",1189368831.0,27.4,36.2,50.0,63.40,1228.0,36.0,2660077658136.6934,33948864785000,-509688025000.0
SK이노베이션,00631518,096770,2021,A+,"49,544,942,070,000","29,924,245,706,000","1,741,672,570,000","818,466,254,000",36402130182.0,67.0,,7.462686567164178,33.41,1285.0,68.0,23472644412911.29,46853415718000,-495480899000.0
CJ대한통운,00113410,000120,2021,A,"8,993,928,516,384","4,977,570,577,451","343,880,765,667","239,190,286,694",1191975465371.0,,,57.14285714285714,40.16,863.0,152.0,3751710735419.355,11343651787492,344143274398.0
두산,00117212,000150,2021,A,"25,945,825,422,089","17,535,706,719,844","921,057,400,974","592,868,442,297",7581751614166.0,16.89,,57.14285714285714,47.24,957.0,23.0,1391570089049.3953,12851485792017,722430497990.0
DL,00109693,000210,2021,A,"8,180,715,293,855","3,793,988,663,859","193,162,085,397","717,852,472,556",572290829631.0,5.98,9.97,27.27272727272727,23.11,29.0,10.0,1518763521240.3225,2358774796779,300778140679.0
일동홀딩스,00146083,000230,2021,A,"920,762,518,312","737,422,939,881","-82,843,702,401","-176,529,334,040",148981804586.0,-1.6,-4.0,23.07692307692308,47.36,99.0,6.0,164024915080.64517,371540235079,-30544994018.0
한국앤컴퍼니,00160047,000240,2021,A,"4,081,229,754,648","345,760,552,275","228,305,200,484","227,739,759,554",14531066016.0,28.89,27.05,57.14285714285714,72.43,1009.0,39.0,1686782803268.5483,963300354498,36106114503.0
노루홀딩스,00113508,000320,2021,A,"1,055,537,182,156","472,000,054,543","26,659,685,696","26,768,754,927",20839215939.0,293.8,33.5,22.22222222222222,46.42,55.0,1.0,172833197015.7258,955214023609,25399226262.0
동아쏘시오홀딩스,00116824,000640,2021,A,"1,691,388,335,986","706,347,761,608","61,564,188,030","66,104,527,975",113222010979.0,15.56,3.73,30.76923076923077,28.45,90.0,0.0,734568300951.6129,881944084032,131087231089.0
SK하이닉스,00164779,000660,2021,A,"96,346,525,000,000","34,155,467,000,000","12,410,340,000,000","13,415,987,000,000",4797162.0,11.0,16.8,66.66666666666666,20.07,30056.0,79.0,88266764164161.3,42997792000000,19797648000000.0
현대건설,00164478,000720,2021,A,"19,637,264,000,000","10,207,973,000,000","753,504,000,000","854,101,000,000",718280.0,16.6,54.7,5.714285714285714,34.92,2036.0,2117.0,5522325462878.024,18065534000000,1009401000000.0
한화,00160588,000880,2021,A,"203,463,699,000,000","181,483,049,000,000","2,927,888,000,000","3,216,454,000,000",3706148.0,7.18,8.12,5.0,38.14,1830.0,148.0,2400493037782.2583,52836069000000,7228121000000.0
DB하이텍,00160843,000990,2021,A,"1,549,937,895,854","443,888,189,808","399,106,778,303","420,439,748,913",19259609957.0,6.17,9.16,8.108108108108109,0.00,969.0,25.0,2661686399271.7744,1214682040178,393129114790.0
CJ,00148540,001040,2021,A,"41,955,995,804,000","25,492,465,688,000","1,881,800,099,000","1,300,849,491,000",6741941222.0,28.1,77.5,57.14285714285714,47.07,53.0,6.0,2875299033551.613,34484026554000,3353190728000.0
LX인터내셔널,00120076,001120,2021,A,"6,746,889,021,744","4,362,644,678,498","656,217,086,586","734,696,920,486",749645253544.0,23.6,4.83,16.0,26.16,734.0,10.0,1125587274193.5483,16686532633651,175589706020.0
대한전선,00113207,001440,2021,A,"1,420,870,615,000","1,033,109,826,000","39,462,123,000","22,601,871,000",8779587.0,,,21.428571428571427,54.94,866.0,17.0,1667953556865.9194,1997709556000,-19314404000.0
대상,00121941,001680,2021,A,"2,870,530,105,668","1,623,307,568,831","153,245,195,127","184,335,978,295",111773701302.0,20.0,20.16,57.14285714285714,44.74,685.0,584.0,896790080942.5403,3469992522829,58662398322.0
SK네트웍스,00131780,001740,2021,A,"9,410,916,000,000","7,021,921,000,000","121,978,000,000","107,133,000,000",36402130182.0,27.0,76.0,62.5,40.43,1500.0,73.0,1361154126515.625,11018140000000,461461000000.0
오리온홀딩스,00117577,001800,2021,A,"4,961,788,340,261","1,090,941,456,912","315,697,398,867","320,020,107,452",429179712654.0,38.5,32.4,60.0,63.84,11.0,1.0,993952978857.6613,2415059149467,446496362728.0
한진,00163512,002320,2021,A,"3,877,620,716,229","2,503,649,583,464","99,432,891,702","215,924,548,723",391280159052.0,5.47,120.71,20.833333333333336,27.45,1352.0,137.0,593664936008.871,2504131193753,196051346200.0
한독,00161046,002390,2021,A,"841,561,831,887","457,565,420,779","28,006,350,245","4,768,296,110",81091636091.0,146.2,15.3,15.789473684210526,43.39,922.0,42.0,369836676352.2177,517641069438,37229141897.0
아모레퍼시픽그룹,00154462,002790,2021,A,"8,038,142,932,125","1,562,518,153,844","356,171,273,550","429,574,176,402",703436882751.0,23.3,234.7,30.76923076923077,61.95,91.0,1.0,4939776970258.064,5326080007289,762592707154.0
TYM,00117230,002900,2021,A,"707,428,247,565","458,227,292,748","35,264,240,176","34,069,591,538",16307006304.0,10.9,,30.0,35.44,534.0,83.0,261541606979.9597,841455916467,36552742168.0
삼양식품,00126955,003230,2021,A,"753,080,320,659","357,388,870,699","65,363,413,971","72,127,163,112",6071399190.0,13.3,8.9,15.384615384615383,46.11,1757.0,69.0,670101171828.629,642030314159,58357507370.0
쌍용씨앤이,00138224,003410,2021,A,"3,564,764,921,137","1,909,294,816,425","248,732,059,385","190,976,286,383",365518866247.0,118.8,160.4,57.14285714285714,77.97,1023.0,112.0,3865761158041.734,1661398330069,381172309972.0
대한항공,00113526,003490,2021,A,"26,671,903,184,202","19,806,214,028,703","1,417,968,632,826","843,114,021,846",275984266641.0,,,10.465116279069768,31.13,1411.0,232.0,9294405292831.451,9016824640301,3514195624777.0
LG,00120021,003550,2021,A,"25,669,796,000,000","3,729,575,000,000","2,460,104,000,000","2,390,985,000,000",159691.0,17.5,29.99,15.384615384615383,46.06,183.0,3.0,16032555910141.129,6859010000000,1019525000000.0
롯데정밀화학,00157681,004000,2021,A,"2,723,453,687,435","524,823,793,150","244,513,587,616","746,852,368,299",20381909827.0,10.0,19.2,22.22222222222222,31.13,846.0,39.0,1788886693548.3872,1780293056795,308521791730.0
현대제철,00145880,004020,2021,A,"37,042,298,365,641","18,781,894,205,821","2,447,503,013,134","2,149,117,231,890",1364539508380.0,9.0,,55.55555555555556,35.97,255.0,410.0,6341714983811.492,22849920977857,2002894272429.0
한솔홀딩스,00171636,004150,2021,A,"653,696,785,000","104,432,487,000","18,378,267,000","29,298,390,000",16225637000.0,23.3,7.1,27.27272727272727,30.28,42.0,1.0,169362321079.35483,413644137000,11310051000.0
신세계,00136378,004170,2021,A,"13,644,510,517,083","7,882,059,338,197","517,400,647,833","517,574,567,042",428177083183.0,9.62,-14.26,57.14285714285714,28.57,800.0,3.0,2642577584824.5967,6316435934254,1104485593489.0
현대비앤지스틸,00125743,004560,2021,A,"768,751,882,611","271,019,166,550","89,655,269,568","96,862,258,621",17152148540.0,2.18,6.46,27.27272727272727,46.1,480.0,7.0,277261637262.5,855704014920,18435993133.0
한솔테크닉스,00157399,004710,2021,A,"788,670,352,792","510,394,100,444","-4,255,870,192","-6,570,564,868",36197441947.0,,,16.666666666666664,22.42,582.0,32.0,278711151533.70966,1490620987769,-56228149336.0
효성,00117188,004800,2021,A,"5,255,421,959,967","2,265,599,709,955","638,142,530,054","636,490,109,238",67740035256.0,29.7,,12.244897959183673,55.11,1240.0,96.0,2101503384889.1128,3536522769098,-71291486305.0
롯데지주,00120562,004990,2021,A,"19,921,883,103,681","10,292,586,180,274","216,401,073,913","69,499,112,210",817454202970.0,34.8,-36.1,13.157894736842104,42.6,188.0,5.0,3687898097443.548,9924864014193,600465199924.0
빙그레,00124726,005180,2021,A,"760,245,280,571","202,369,499,606","26,243,919,355","-11,799,483,856",64670437641.0,,40.6,12.5,40.89,353.0,183.0,577215193931.8549,1147435118625,55501380380.0
롯데칠성음료,00120571,005300,2021,A,"3,596,830,123,178","2,151,774,423,248","182,218,380,367","174,970,080,587",105358484001.0,22.0,,11.904761904761903,62.80,1010.0,427.0,1264702601633.0645,2506093270200,321100571985.0
현대자동차,00164742,005380,2021,A,"233,946,415,000,000","151,330,626,000,000","6,678,949,000,000","7,959,562,000,000",5846986.0,26.3,55.1,54.54545454545454,29.38,66002.0,5980.0,47729423619030.24,117610626000000,-1176416000000.0
SK디스커버리,00131832,006120,2021,A,"6,881,873,214,685","3,812,564,886,737","74,366,472,698","364,742,064,220",149942264510.0,14.0,7.7,20.0,45.11,29.0,14.0,1029418273243.9517,6614328160700,-455062141002.0
LS,00105952,006260,2021,A,"12,625,931,000,000","7,915,665,000,000","575,315,000,000","391,921,000,000",596698.0,14.49,31.74,5.88235294117647,35.21,70.0,4.0,2139728951612.9036,12829274000000,-133177000000.0
GS건설,00120030,006360,2021,A,"15,183,727,264,768","10,311,003,421,948","646,485,539,335","657,929,791,442",680390966872.0,27.0,30.8,7.547169811320755,25.50,2434.0,1488.0,3583630213268.952,9036575422803,1107469329126.0
삼성SDI,00126362,006400,2021,A,"25,833,192,996,936","10,636,493,682,081","1,067,575,600,497","1,663,335,322,229",798911068282.0,5.7,11.6,4.166666666666666,20.56,380.0,928.0,48656450501612.91,13553220248796,2176027358565.0
GS리테일,00140177,007070,2021,A,"9,455,972,982,478","5,041,586,937,987","219,542,226,098","915,289,689,988",278188134479.0,15.0,41.1,57.14285714285714,65.78,3449.0,1139.0,3115558131311.2905,9690659322385,714852180204.0
오뚜기,00141529,007310,2021,A,"2,605,839,008,802","1,067,386,662,130","166,575,352,719","162,900,876,905",59965672614.0,21.02,25.6,9.090909090909092,51.92,2976.0,59.0,1947290020875.0,2739036859209,149781780023.0
대덕,00109189,008060,2021,A,"1,723,958,191,276","351,055,476,398","67,199,543,366","69,763,258,655",57041917193.0,-453.4,7.2,11.11111111111111,43.37,16.0,0.0,255923927493.9516,1371708882418,9352666697
호텔신라,00165680,008770,2021,A,"2,656,449,911,686","2,079,545,237,446","118,811,528,171","47,916,842,855",42195250672.0,28.12,-2.69,18.181818181818183,17.10,1835.0,450.0,3426471744286.6934,3779129065561,42341284484.0
한미사이언스,00161426,008930,2021,A,"949,894,435,974","259,599,611,967","58,852,290,702","49,122,187,846",7582825202.0,30.7,57.2,15.384615384615383,66.44,91.0,1.0,4537833044496.371,950164817343,13689812095.0
삼성전기,00126371,009150,2021,A,"9,941,374,038,447","3,070,248,395,636","1,486,872,833,804","1,491,308,954,867",141837666532.0,17.8,17.5,57.14285714285714,23.93,2519.0,544.0,13624973466322.58,9675036127726,1731244106207
무림페이퍼,00136086,009200,2021,A,"2,284,417,094,845","1,637,863,898,251","29,809,655,104","3,035,497,646",8797630839.0,,,20.0,54.06,455.0,21.0,121690453802.41936,1055273254820,-60852065416.0
한샘,00161693,009240,2021,A,"1,246,352,553,431","624,662,475,163","69,264,260,432","83,345,802,435",32598744942.0,47.2,34.5,6.0,30.18,2491.0,49.0,2521053058025.8066,2231220949302,28444236201.0
무림P&P,00119007,009580,2021,A,"1,483,591,838,656","864,649,854,673","29,386,707,735","25,987,829,306",2238327799.0,41.9,,22.22222222222222,66.97,682.0,2.0,304382569637.74194,613699105829,-15328185220.0
한화솔루션,00162461,009830,2021,A,"20,007,572,194,182","11,806,325,074,949","738,347,655,292","855,338,282,753",36402130182.0,,,4.225352112676056,37.41,2087.0,183.0,8081011569446.774,10725192384822,990890683781.0
영원무역홀딩스,00140964,009970,2021,A,"4,325,576,166,733","1,170,497,824,939","570,492,659,317","606,159,339,416",171188636536.0,10.5,13.3,20.0,46.24,41.0,9.0,625101172527.4193,3240513827424,404879753943.0
OCI,00148896,010060,2021,A,"5,704,061,113,000","2,580,268,702,000","625,984,935,000","611,952,710,000",38332094.0,7.36,,57.14285714285714,22.44,1592.0,134.0,2872579803495.161,3243996752000,377690582000.0
엘에스일렉트릭,00105855,010120,2021,A,"2,796,731,557,614","1,323,312,292,962","155,131,916,609","110,749,601,994",101688054842.0,34.61,37.87,14.814814814814811,48.25,1167.0,129.0,1822439516129.032,2668264980253,101544478367.0
한솔피엔에스,00103626,010420,2021,A,"109,710,673,301","59,666,914,830","4,551,324,744","5,432,072,370",36402130182.0,14.8,17.4,28.57142857142857,46.07,215.0,2.0,44678897815.645164,262943327014,-10169665544.0
현대미포조선,00164609,010620,2021,A,"3,878,320,283,000","1,674,021,487,000","-217,325,424,000","-209,773,787,000",1758942.0,,,12.5,43.00,50.0,50.0,2839282829953.4272,2887212251000,69619246000.0
LG이노텍,00105961,011070,2021,A,"7,741,352,841,297","4,427,146,647,365","1,264,223,240,881","1,193,179,599,822",198078258860.0,8.0,7.0,9.523809523809524,40.79,2191.0,4416.0,5317750820004.032,14945609219058,1177629168876.0
롯데케미칼,00165413,011170,2021,A,"22,855,160,814,019","7,415,917,897,738","1,535,640,888,894","1,887,483,719,887",708672233736.0,20.12,77.86,5.769230769230769,54.92,697.0,150.0,9135366614842.742,18120462422756,1486216752868.0
HMM,00164645,011200,2021,A,"17,876,100,000,000","7,517,806,000,000","7,377,522,000,000","5,327,233,000,000",42613.0,5.5,,12.0,12.61,1558.0,120.0,12138384313215.928,13794148000000,7505033000000.0
현대위아,00106623,011210,2021,A,"7,749,507,000,000","4,054,243,000,000","102,725,000,000","100,720,000,000",160423.0,29.8,30.5,57.14285714285714,40.75,2568.0,83.0,2296460272960.887,7527739000000,290279000000.0
현대코퍼레이션,00164812,011760,2021,A,"1,707,383,175,608","1,344,552,871,653","35,069,901,698","56,220,688,847",8906663499.0,19.1,14.6,15.789473684210526,24.31,205.0,8.0,247077611352.4193,3782497523034,-344791605437.0
SKC,00139889,011790,2021,A,"6,180,132,503,610","3,897,771,811,708","401,454,319,026","393,059,402,657",1282181669645.0,17.4,96.3,17.391304347826086,41.10,747.0,6.0,5654408748300.0,2264207086420,282512631068.0
현대모비스,00164788,012330,2021,A,"51,482,537,000,000","16,125,063,000,000","2,040,112,000,000","3,194,542,000,000",915875.0,15.5,24.2,5.208333333333334,31.22,103.0,452.0,26709238019612.902,41702184000000,2608809000000.0
한화에어로스페이스,00126566,012450,2021,A,"11,045,830,630,560","7,114,272,103,768","277,093,289,882","289,364,425,275",1977189431468.0,14.01,25.01,10.526315789473683,33.98,108.0,35.0,2270918822580.645,5541389141271,990006043035.0
에스원,00158501,012750,2021,A,"1,972,972,502,257","530,076,697,754","179,664,944,147","170,743,106,951",419918319678.0,65.5,59.5,5.555555555555555,25.65,480.0,283.0,3113450391630.645,2312489059004,333298813818.0
한솔케미칼,00140955,014680,2021,A,"1,197,174,769,029","429,305,067,616","197,684,583,161","208,702,123,405",36402130182.0,15.8,16.3,21.428571428571427,14.99,528.0,98.0,3058679094002.016,768688180555,143216285623.0
SK텔레콤,00159023,017670,2021,A,"30,911,277,000,000","18,576,139,000,000","1,387,162,000,000","1,718,191,000,000",3869769.0,29.8,47.5,71.42857142857143,26.78,873.0,297.0,21209906164058.87,16748585000000,5031279000000.0
현대엘리베이터,00164724,017800,2021,A,"2,987,393,730,479","1,851,191,573,825","129,001,779,541","160,509,325,060",72820815551.0,28.9,34.3,42.85714285714285,26.50,181.0,129.0,1938935523097.984,1973426415772,141194241116
애경산업,00139454,018250,2021,A,"431,492,645,030","85,261,290,651","24,385,008,253","20,451,724,766",6336283008.0,34.5,45.7,23.07692307692308,63.35,806.0,54.0,644418387751.008,573923184961,48297471834.0
삼성에스디에스,00126186,018260,2021,A,"10,517,432,175,247","3,073,731,543,176","808,097,771,607","857,541,761,347",715361900049.0,30.37,41.86,57.14285714285714,56.75,4605.0,74.0,13812873321774.191,13630002438924,980238874630.0
SK가스,00144164,018670,2021,A,"5,121,535,471,833","3,004,172,079,944","105,462,364,518","300,712,114,361",119591618434.0,18.4,13.5,16.666666666666664,67.35,531.0,51.0,1085353872604.8387,6494513185952,-389011631664.0
